MAKHACHHANG,PHUONGXA,QUANHUYEN,LOAIDICHVU,LOAIKHACHHANG,SODICHVU,SOLANBAOHONG,SOLANGOIKIEMBAOHONG,SOLANBAOHONGHAILONG,SOLANBAOHONGKHONGHAILONG,KHAOSATLAPMOI,KHAOSATLAPMOIHAILONG,KHAOSATLAPMOIKHONGHAILONG,SOLANCHAMSOC,SOLANTAMNGUNG,SOTHANGSUDUNGDICHVU,GIADICHVU,KHONGPHATSINHLUULUONG,HINHTHUCTHANHTOAN,DIEMTINNHIEM
662458,Phường Tân Hưng,TNT,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,50000,6,0,72
664429,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,2,0,66
581332,Phường Thới Bình,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,150000,0,0,40
583415,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,10,0,40
590073,Phường Hưng Lợi,NKU,MyTV,0,4,0,0,0,0,0,0,0,0,0,6,50000,1,0,72
653662,Phường Hưng Lợi,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,81818,1,0,72
616207,Xã Trung An,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72
588915,Phường An Phú,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72
585505,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
653931,Phường Thới Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,4,0,5,50000,3,0,72
622173,Xã Đông Hiệp,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72
654950,Xã Thới Tân,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,60
585060,Phường Hưng Thạnh,CRG,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,50000,1,0,40
654904,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
655258,Phường Hưng Phú,CRG,MyTV,0,3,0,0,0,0,1,0,1,1,0,5,50000,1,0,66
589663,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,81818,0,0,32
589953,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,0,0,72
646833,Phường Long Hoà,BTY,MyTV,1,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,88
585360,Phường Ba Láng,CRG,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
657675,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,81818,7,0,72
669425,Phường Thạnh Hoà,TNT,MyTV,0,3,0,0,0,0,1,0,1,2,0,2,81818,0,1,72
673929,Phường Cái Khế,NKU,MyTV,0,4,0,0,0,0,0,0,0,1,0,1,50000,0,0,72
673915,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,66
673966,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,36363,0,1,66
667345,Phường Long Tuyền,BTY,MyTV,0,4,0,0,0,0,0,0,0,2,0,3,50000,0,0,72
674952,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,0,50000,0,0,72
669405,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,8,0,2,50000,0,0,64
655311,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,81818,0,1,72
622061,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,3,0,72
653652,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
587445,Xã Trung Hưng,CDO,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,50000,0,0,60
599871,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72
654184,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,81818,5,0,72
653844,Phường Long Tuyền,BTY,MyTV,0,4,0,0,0,0,0,0,0,1,0,5,50000,0,1,32
585048,Xã Vĩnh Bình,VTA,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
656524,Phường Trà Nóc,BTY,MyTV,0,4,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
655630,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,50000,1,0,72
646772,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,66
653585,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,60
655706,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,1,0,60
657356,Xã Thạnh Lộc,VTA,MyTV,0,2,0,0,0,0,0,0,0,4,0,5,81818,0,0,72
589964,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,0,0,0,4,0,6,50000,0,0,72
589938,Phường Hưng Lợi,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,81818,0,0,72
622223,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,0,72
604941,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,4,0,72
585015,Phường Thường Thạnh,CRG,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
587687,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,50000,0,0,72
585213,Xã Tân Thới,PDN,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,177272,0,0,40
655624,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,81818,3,1,72
585287,Phường Hưng Lợi,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,6,154545,0,1,37
655550,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,81818,0,1,64
655705,Thị Trấn Phong Điền,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,72
658651,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72
585212,Xã Trung An,CDO,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,0,0,40
657694,Phường Lê Bình,CRG,MyTV,0,3,0,0,0,0,1,0,1,2,0,5,50000,1,0,72
589758,Phường Hưng Thạnh,CRG,MyTV,0,4,0,0,0,0,0,0,0,0,0,6,50000,0,1,46
659171,Phường An Cư,NKU,MyTV,0,5,0,0,0,0,0,0,0,1,0,4,50000,0,0,62
659613,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,3,0,72
658424,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,1,0,66
585436,Phường An Khánh,NKU,Fiber,1,6,0,0,0,0,0,0,0,0,0,7,209091,0,0,64
612255,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,0,72
589981,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,4,0,72
659639,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,2,0,72
586660,Phường An Thới,BTY,Fiber,1,8,0,0,0,0,0,0,0,0,0,7,209091,0,0,83
610497,Xã Đông Hiệp,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72
660250,Phường Tân An,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,1,0,70
589452,TT Vĩnh Thạnh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,60
660699,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,72
660962,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,32
586027,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,4,0,40
660280,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,1,0,60
589797,Phường An Nghiệp,NKU,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,2,0,72
589963,Phường Ba Láng,CRG,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,81818,1,0,72
589786,Xã Xuân Thắng,TLI,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72
585427,Phường Phú Thứ,CRG,Fiber,0,3,0,0,0,0,0,0,0,0,0,7,177272,0,0,40
622049,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,5,0,6,50000,8,0,72
590048,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,1,0,72
646931,Xã Mỹ Khánh,PDN,MyTV,1,46,0,0,0,0,0,0,0,16,0,5,50000,0,0,80
599576,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,60
585032,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,50000,0,0,59
585415,Phường Xuân Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,68182,1,0,40
584492,Phường Hưng Lợi,NKU,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,150000,0,0,40
655051,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
655147,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,1,0,72
585000,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,2,0,7,50000,0,0,72
654325,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,1,0,72
590112,TT Vĩnh Thạnh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,3,0,72
585905,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40
586129,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,5,0,72
587962,Phường An Khánh,NKU,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,50000,1,1,60
586637,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,0,0,72
610465,Phường Long Hoà,BTY,MyTV,0,5,0,0,0,0,0,0,0,0,0,6,50000,1,0,72
587403,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,57000,0,0,72
585883,Xã Trường Thành,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,5,0,72
664411,Xã Đông Hiệp,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,2,0,72
664319,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,72
668788,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,70
667824,Phường Tân An,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,2,50000,1,1,72
673350,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72
663061,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,2,0,72
663087,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,3,0,64
669658,Phường Thới An,OMN,MyTV,0,3,0,0,0,0,1,0,1,0,0,2,81818,0,0,70
665011,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,0,0,72
669973,Phường Trà Nóc,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,2,50000,0,0,72
670909,Phường Xuân Khánh,NKU,MyTV,1,12,0,0,0,0,0,0,0,0,0,2,50000,0,0,80
664900,Xã Trung An,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,2,0,72
675005,Phường An Hoà,NKU,MyTV,0,3,0,0,0,0,0,0,0,4,0,0,50000,0,0,72
666106,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,5,1,72
673450,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,50000,0,1,72
662855,Phường An Khánh,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,50000,1,0,72
665312,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,3,50000,2,0,72
664440,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,81818,1,0,66
671746,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,72
674620,Phường Tân Lộc,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,0,50000,0,0,72
673107,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72
666496,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,4,0,72
664500,Phường Thới Thuận,TNT,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,81818,1,0,72
666445,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,50000,0,0,72
671744,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,50000,0,0,72
673566,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,36363,0,0,72
673898,Xã Trung An,CDO,MyTV,0,4,0,0,0,0,0,0,0,0,0,1,68182,0,0,72
671358,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,72
673591,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,72
664306,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,0,1,72
674707,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,4,0,0,50000,0,0,72
671361,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,72
664454,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,6,0,70
673600,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,50000,0,1,72
673889,Phường Thạnh Hoà,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,68182,0,0,72
668858,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,81818,1,0,72
668821,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,2,57000,1,0,72
671134,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,3,0,2,50000,0,0,72
665719,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,81818,1,0,72
670210,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,1,0,1,1,0,2,50000,0,1,70
663337,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,0,1,72
670333,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,32
668452,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,72
671342,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,50000,1,0,72
673550,Xã Trường Long,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,68182,0,0,72
582235,Phường Tân An,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
658075,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,3,0,64
657798,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,1,0,1,1,0,5,50000,0,0,64
653795,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,72
595953,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,6,0,70
595963,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72
653766,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,59
585467,Phường Thới An,OMN,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,1,40
653864,Phường Tân Hưng,TNT,MyTV,0,2,1,1,0,1,0,0,0,1,0,5,81818,3,0,72
653970,Phường Thới Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,81818,3,1,72
654207,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,7,1,72
588691,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,81818,0,1,72
655121,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,59
585297,Phường Phú Thứ,CRG,Fiber,0,3,0,0,0,0,1,0,1,0,0,7,177272,0,0,40
589605,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,70
654208,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,4,0,72
655094,Phường Cái Khế,NKU,MyTV,0,4,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
589937,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,4,0,72
657208,Thị Trấn Phong Điền,PDN,MyTV,0,5,0,0,0,0,1,0,1,0,0,5,50000,1,1,72
655408,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72
587719,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,50000,2,0,66
657625,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72
585298,Phường Trung Kiên,TNT,MyTV,0,3,0,0,0,0,1,0,1,1,0,7,36363,4,0,72
586632,Phường Cái Khế,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,172727,0,0,40
589998,Xã Thạnh Mỹ,VTA,MyTV,0,5,0,0,0,0,0,0,0,1,0,6,50000,3,0,72
610565,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,1,70
658329,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,3,0,5,81818,0,1,67
658374,Xã Trường Xuân,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72
584229,Phường An Nghiệp,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,5,0,40
657330,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,1,72
657361,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,70
657628,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72
658709,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,72
583855,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,50000,0,1,40
585575,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
658008,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,50000,0,0,72
585446,Phường Tân Phú,CRG,MyTV,0,4,0,0,0,0,0,0,0,4,0,7,81818,6,0,72
585504,Phường An Hoà,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,0,0,40
659220,Phường Trà An,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,66
658469,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,1,72
585914,Phường An Bình,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,0,0,40
589961,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,0,0,70
661011,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,1,72
586160,Phường Cái Khế,NKU,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,163636,0,0,40
659658,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,60
585877,Phường An Nghiệp,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,7,50000,0,0,72
585585,Phường Hưng Lợi,NKU,Fiber,0,2,2,2,0,2,1,0,1,0,0,7,157181,0,0,40
588817,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,1,0,72
592559,Xã Thạnh Lộc,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,1,0,72
585202,Xã Trung An,CDO,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40
585732,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,0,1,72
584978,Phường An Khánh,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,236363,0,0,40
589914,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,2,0,60
585603,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,50000,0,0,72
622138,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72
660734,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,57000,0,0,72
590205,Phường Trà Nóc,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,1,49
661245,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,57000,0,1,72
585716,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
606042,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72
653663,Phường An Thới,BTY,MyTV,1,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,74
653846,Phường An Thới,BTY,MyTV,0,4,0,0,0,0,0,0,0,0,0,5,50000,10,0,72
590097,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,59
592448,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,1,6,50000,0,0,60
617046,Xã Thạnh Tiến,VTA,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,36363,0,0,72
646923,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,4,0,72
585008,Phường Thuận Hưng,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,81818,0,0,72
657931,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72
595956,Phường Thạnh Hoà,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,64
646771,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72
609288,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,3,0,32
658042,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,1,72
585681,Phường Hưng Phú,CRG,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,163636,0,0,40
622134,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,70
610431,Xã Thạnh Lợi,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,72
658705,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,72
659186,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,1,60
659265,Xã Trung Hưng,CDO,MyTV,0,3,0,0,0,0,0,0,0,2,0,4,50000,0,0,66
656227,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,1,0,1,2,0,5,50000,4,0,72
656381,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,81818,0,0,60
584972,Phường Thới Hòa,OMN,MyTV,0,3,0,0,0,0,1,0,1,2,0,7,50000,5,0,66
653777,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,36363,0,0,72
584960,Phường Bùi Hữu Nghĩa,BTY,Fiber,0,3,0,0,0,0,1,0,1,1,0,7,150000,0,0,72
585782,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,7,57000,1,0,72
587407,Phường Thạnh Hoà,TNT,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,50000,0,1,72
658896,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,36363,0,0,66
585076,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40
657381,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,2,0,72
659554,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,81818,0,0,72
657083,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,10,0,72
589941,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,3,0,6,50000,10,0,72
585491,Phường Hưng Thạnh,CRG,Fiber,0,3,0,0,0,0,0,0,0,0,0,7,177272,0,0,40
622216,Phường Tân An,NKU,Fiber,0,3,0,0,0,0,0,0,0,0,0,6,172727,0,0,72
657352,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72
660323,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,81818,0,0,72
588621,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,3,0,72
606038,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72
586155,Phường An Bình,NKU,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,50000,0,0,40
660848,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,72
590284,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,2,0,66
657569,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,50000,0,1,72
583770,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,50000,3,0,40
656525,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,1,72
657521,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,64
640730,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,72
587620,Phường Trà An,BTY,MyTV,0,2,0,0,0,0,1,0,1,5,0,7,68182,7,0,72
