MAKHACHHANG,PHUONGXA,QUANHUYEN,LOAIDICHVU,LOAIKHACHHANG,SODICHVU,SOLANBAOHONG,SOLANGOIKIEMBAOHONG,SOLANBAOHONGHAILONG,SOLANBAOHONGKHONGHAILONG,KHAOSATLAPMOI,KHAOSATLAPMOIHAILONG,KHAOSATLAPMOIKHONGHAILONG,SOLANCHAMSOC,SOLANTAMNGUNG,SOTHANGSUDUNGDICHVU,GIADICHVU,KHONGPHATSINHLUULUONG,HINHTHUCTHANHTOAN,DIEMTINNHIEM,THANHLY
599576,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,60,0
585032,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,50000,0,0,59,0
585415,Phường Xuân Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,68182,1,0,40,0
584492,Phường Hưng Lợi,NKU,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,150000,0,0,40,0
655051,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
655147,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,1,0,72,0
585000,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,2,0,7,50000,0,0,72,0
654325,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,1,0,72,0
590112,TT Vĩnh Thạnh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,3,0,72,0
585905,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40,0
586129,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,5,0,72,0
587962,Phường An Khánh,NKU,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,50000,1,1,60,0
586637,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,0,0,72,0
610465,Phường Long Hoà,BTY,MyTV,0,5,0,0,0,0,0,0,0,0,0,6,50000,1,0,72,0
587403,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,57000,0,0,72,0
585883,Xã Trường Thành,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,5,0,72,0
664411,Xã Đông Hiệp,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,2,0,72,0
664319,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
668788,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,70,0
667824,Phường Tân An,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,2,50000,1,1,72,0
673350,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72,0
663061,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,2,0,72,0
663087,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,3,0,64,0
669658,Phường Thới An,OMN,MyTV,0,3,0,0,0,0,1,0,1,0,0,2,81818,0,0,70,0
665011,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,0,0,72,0
669973,Phường Trà Nóc,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,2,50000,0,0,72,0
670909,Phường Xuân Khánh,NKU,MyTV,1,12,0,0,0,0,0,0,0,0,0,2,50000,0,0,80,0
664900,Xã Trung An,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,2,0,72,0
675005,Phường An Hoà,NKU,MyTV,0,3,0,0,0,0,0,0,0,4,0,0,50000,0,0,72,0
666106,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,5,1,72,0
673450,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,50000,0,1,72,0
662855,Phường An Khánh,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,50000,1,0,72,0
665312,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,3,50000,2,0,72,0
664440,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,81818,1,0,66,0
671746,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,72,0
674620,Phường Tân Lộc,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,0,50000,0,0,72,0
673107,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,72,0
666496,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,4,0,72,0
664500,Phường Thới Thuận,TNT,MyTV,0,3,0,0,0,0,1,0,1,1,0,4,81818,1,0,72,0
666445,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,50000,0,0,72,0
671744,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,50000,0,0,72,0
673566,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,36363,0,0,72,0
673898,Xã Trung An,CDO,MyTV,0,4,0,0,0,0,0,0,0,0,0,1,68182,0,0,72,0
671358,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,72,0
673591,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,72,0
664306,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,0,1,72,0
674707,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,4,0,0,50000,0,0,72,0
671361,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,72,0
664454,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,6,0,70,0
673600,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,1,50000,0,1,72,0
673889,Phường Thạnh Hoà,TNT,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,68182,0,0,72,0
668858,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,81818,1,0,72,0
668821,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,2,57000,1,0,72,0
671134,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,3,0,2,50000,0,0,72,0
665719,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,81818,1,0,72,0
670210,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,1,0,1,1,0,2,50000,0,1,70,0
663337,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,0,1,72,0
670333,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,32,0
668452,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,50000,0,0,72,0
671342,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,50000,1,0,72,0
673550,Xã Trường Long,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,68182,0,0,72,0
582235,Phường Tân An,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
658075,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,3,0,64,0
657798,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,1,0,1,1,0,5,50000,0,0,64,0
653795,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,72,0
595953,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,6,0,70,0
595963,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
653766,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,59,0
585467,Phường Thới An,OMN,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,1,40,0
653864,Phường Tân Hưng,TNT,MyTV,0,2,1,1,0,1,0,0,0,1,0,5,81818,3,0,72,0
653970,Phường Thới Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,81818,3,1,72,0
654207,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,7,1,72,0
588691,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,81818,0,1,72,0
655121,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,59,0
585297,Phường Phú Thứ,CRG,Fiber,0,3,0,0,0,0,1,0,1,0,0,7,177272,0,0,40,0
589605,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,70,0
654208,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,4,0,72,0
655094,Phường Cái Khế,NKU,MyTV,0,4,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
589937,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,4,0,72,0
657208,Thị Trấn Phong Điền,PDN,MyTV,0,5,0,0,0,0,1,0,1,0,0,5,50000,1,1,72,0
655408,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
587719,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,50000,2,0,66,0
657625,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
585298,Phường Trung Kiên,TNT,MyTV,0,3,0,0,0,0,1,0,1,1,0,7,36363,4,0,72,0
586632,Phường Cái Khế,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,172727,0,0,40,0
589998,Xã Thạnh Mỹ,VTA,MyTV,0,5,0,0,0,0,0,0,0,1,0,6,50000,3,0,72,0
610565,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,1,70,0
658329,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,3,0,5,81818,0,1,67,0
658374,Xã Trường Xuân,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
584229,Phường An Nghiệp,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,5,0,40,0
657330,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,1,72,0
657361,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,70,0
657628,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
658709,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,72,0
583855,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,50000,0,1,40,0
585575,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
658008,Phường Long Hoà,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
585446,Phường Tân Phú,CRG,MyTV,0,4,0,0,0,0,0,0,0,4,0,7,81818,6,0,72,0
585504,Phường An Hoà,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,0,0,40,0
659220,Phường Trà An,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,66,0
658469,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,1,72,0
585914,Phường An Bình,NKU,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,0,0,40,0
589961,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,0,0,70,0
661011,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,1,72,0
586160,Phường Cái Khế,NKU,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,163636,0,0,40,0
659658,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,60,0
585877,Phường An Nghiệp,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,7,50000,0,0,72,0
585585,Phường Hưng Lợi,NKU,Fiber,0,2,2,2,0,2,1,0,1,0,0,7,157181,0,0,40,0
588817,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,1,0,72,0
592559,Xã Thạnh Lộc,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,1,0,72,0
585202,Xã Trung An,CDO,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
585732,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,50000,0,1,72,0
584978,Phường An Khánh,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,236363,0,0,40,0
589914,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,2,0,60,0
585603,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,50000,0,0,72,0
622138,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
660734,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,57000,0,0,72,0
590205,Phường Trà Nóc,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,1,49,0
661245,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,57000,0,1,72,0
585716,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
606042,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
653663,Phường An Thới,BTY,MyTV,1,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,74,0
653846,Phường An Thới,BTY,MyTV,0,4,0,0,0,0,0,0,0,0,0,5,50000,10,0,72,0
590097,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,59,0
592448,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,1,6,50000,0,0,60,0
617046,Xã Thạnh Tiến,VTA,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,36363,0,0,72,0
646923,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,4,0,72,0
585008,Phường Thuận Hưng,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,81818,0,0,72,0
657931,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
595956,Phường Thạnh Hoà,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,64,0
646771,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
609288,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,3,0,32,0
658042,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,1,72,0
585681,Phường Hưng Phú,CRG,Fiber,0,1,0,0,0,0,1,0,1,0,0,7,163636,0,0,40,0
622134,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,70,0
610431,Xã Thạnh Lợi,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,72,0
658705,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,0,72,0
659186,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,1,60,0
659265,Xã Trung Hưng,CDO,MyTV,0,3,0,0,0,0,0,0,0,2,0,4,50000,0,0,66,0
656227,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,1,0,1,2,0,5,50000,4,0,72,0
656381,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,81818,0,0,60,0
584972,Phường Thới Hòa,OMN,MyTV,0,3,0,0,0,0,1,0,1,2,0,7,50000,5,0,66,0
653777,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,36363,0,0,72,0
584960,Phường Bùi Hữu Nghĩa,BTY,Fiber,0,3,0,0,0,0,1,0,1,1,0,7,150000,0,0,72,0
585782,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,7,57000,1,0,72,0
587407,Phường Thạnh Hoà,TNT,MyTV,0,2,0,0,0,0,1,0,1,2,0,7,50000,0,1,72,0
658896,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,36363,0,0,66,0
585076,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40,0
657381,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,2,0,72,0
659554,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,81818,0,0,72,0
657083,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,10,0,72,0
589941,Phường An Thới,BTY,MyTV,0,3,0,0,0,0,0,0,0,3,0,6,50000,10,0,72,0
585491,Phường Hưng Thạnh,CRG,Fiber,0,3,0,0,0,0,0,0,0,0,0,7,177272,0,0,40,0
622216,Phường Tân An,NKU,Fiber,0,3,0,0,0,0,0,0,0,0,0,6,172727,0,0,72,0
657352,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
660323,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,81818,0,0,72,0
588621,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,3,0,72,0
606038,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
586155,Phường An Bình,NKU,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
660848,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
590284,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,2,0,66,0
657569,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,50000,0,1,72,0
583770,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,50000,3,0,40,0
656525,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,1,72,0
657521,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,64,0
640730,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,72,0
587620,Phường Trà An,BTY,MyTV,0,2,0,0,0,0,1,0,1,5,0,7,68182,7,0,72,0
587416,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,50000,0,0,64,0
587652,Phường Long Tuyền,BTY,MyTV,0,7,0,0,0,0,1,0,1,1,0,7,50000,3,0,72,0
658161,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,3,0,5,50000,0,0,72,0
589685,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,0,0,72,0
585496,Phường Ba Láng,CRG,Fiber,0,4,0,0,0,0,1,0,1,0,0,7,163636,0,0,72,0
656490,Phường Hưng Lợi,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,81818,4,0,72,0
585563,Phường An Phú,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,2,0,72,0
585519,Phường Lê Bình,CRG,Fiber,0,4,0,0,0,0,1,0,1,0,0,7,209091,0,0,40,0
610472,Phường An Thới,BTY,MyTV,0,4,0,0,0,0,0,0,0,2,0,6,50000,0,1,72,0
585285,Phường Hưng Lợi,NKU,MyTV,0,6,0,0,0,0,1,0,1,3,0,7,50000,3,0,72,0
627402,Phường Hưng Lợi,NKU,MyTV,0,4,0,0,0,0,0,0,0,2,0,6,50000,0,0,66,0
585161,Phường Tân Lộc,TNT,Fiber,0,2,0,0,0,0,0,0,0,0,0,7,154545,0,0,40,0
587324,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,81818,2,0,72,0
599561,TT Vĩnh Thạnh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
653604,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
658706,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,3,0,72,0
654064,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,81818,0,0,72,0
590069,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,0,0,72,0
655940,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,1,1,72,0
658665,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,72,0
659144,Phường Thuận An,TNT,MyTV,0,4,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
587285,Phường An Cư,NKU,MyTV,0,5,0,0,0,0,1,0,1,1,0,7,50000,0,0,72,0
588868,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,4,0,6,50000,4,0,72,0
589683,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,1,70,0
592309,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
587862,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,7,50000,0,0,72,0
655117,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,1,72,0
660686,Xã Trường Thắng,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,60,0
589979,Phường Hưng Lợi,NKU,MyTV,0,7,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
589211,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,58,0
654908,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,81818,1,0,72,0
658891,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,57000,0,0,72,0
660486,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,1,0,1,2,0,4,50000,7,0,72,0
661060,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,59,0
655314,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
660985,Xã Đông Thuận,TLI,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,2,0,72,0
660710,Xã Xuân Thắng,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,60,0
656362,Phường An Phú,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,2,0,72,0
657626,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,0,72,0
586223,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
655202,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,2,0,5,50000,2,0,72,0
588288,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,6,50000,2,0,60,0
585086,Phường Thới An Đông,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
657312,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
657279,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,70,0
656160,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,1,1,0,1,0,5,81818,0,0,58,0
658436,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,0,0,0,3,0,5,50000,3,0,72,0
657584,Phường Phú Thứ,CRG,MyTV,0,4,1,0,0,0,0,0,0,1,0,5,50000,1,0,64,0
657940,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,2,0,64,0
616319,Phường Trường Lạc,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,68182,0,0,64,0
657457,Phường Trường Lạc,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,68182,11,0,72,0
586554,Phường An Khánh,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,172727,0,0,40,0
591844,TT Cờ Đỏ,CDO,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
657171,TT Thới Lai,TLI,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
589527,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,3,0,72,0
659094,Phường An Thới,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
589973,Xã Trường Long,PDN,MyTV,0,3,0,0,0,0,0,0,0,3,0,6,50000,0,0,72,0
659630,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,66,0
589814,Xã Thới Tân,TLI,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
585752,Phường Bình Thuỷ,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,1,40,0
589697,Phường Hưng Lợi,NKU,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,81818,5,0,70,0
661045,Phường An Nghiệp,NKU,MyTV,1,3,0,0,0,0,0,0,0,3,0,4,50000,2,0,80,0
586606,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,4,0,40,0
585917,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
588933,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,5,0,72,0
586562,Phường An Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
661663,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,2,1,72,0
589962,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,0,66,0
590083,Phường Trung Kiên,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,81818,0,0,72,0
646735,Phường Thới Thuận,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,1,0,72,0
